﻿RecipeId,Name,CookTime,Images,RecipeCategory,Keywords,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
1999,Fıstık köftesi,PT47M,character(0),Şeker,"C (""tatlı"", ""meyve"", ""fındık"", ""<15 dakika"", ""kolay"")","C (""şeker"", ""süt"", ""beyaz mısır şurubu"", ""çiğ fıstık"")",4.5,2,200.3,7.9,1.3,1.4,13.6,31.1,1.3,24,4.3,"C (""Tüm malzemeleri ağır bir kazanda karıştırın (4 litre düdüklü tenceremi kullanıyorum). Kaynatın.Vanilya. "","" Soğudukça kremsi olana kadar çırpın. """
2002,Bobing Elma Yuruk,PT40M,character(0),Yumruk içecek,"C (""İçecekler"", ""Apple"", ""Meyve"", ""Çocuk Dostu"", ""Cadılar Bayramı"", ""<15 dakika"", ""Kolay"")","C (""elma elma şarabı"", ""şeker"", ""zencefil ale"", ""kırmızı elma"", ""turuncu"")",1,1,140.2,0.3,0,0,10.4,35.6,2.5,30.6,0.8,"C (""Punch Bowl'da Portakal Suyu Karıştırın - Elma Elma Şartı, Ananas Suyu ve Şeker."", ""Birkaç saat soğutun."
2013,Limon kareleri,PT50M,character(0),Çubuk kurabiye,"C (""tatlı"", ""kurabiye ve kek"", ""meyve"", ""<60 dakika"", ""büyük gruplar için"", ""fırın"", ""kolay"")","C (""tereyağı"", ""pudra şekeri"", ""un"", ""tuz"", ""yumurta"", ""limon suyu"", ""şeker"", ""taze limon kabuğu"", ""un"")",4.5,7,240.3,10.3,6.2,66.7,87.5,34.8,0.4,23.1,2.9,"C (""Fırını önceden ısıtın ve 13 x 9 inçlik bir tavada hafifçe yağlayın."", ""Tereyağı, pudra şekeri, 2 bardak un ve tuzu karıştırın."", ""Hazırlanan tavaya dökün."", ""20 dakika pişirin."", ""Yumurta, limon suyu, şeker, limon kabuğu ve 6 yemek kaşığı unları karıştırın ve ilk bölümün üzerine dökün. "","" 25 dakika daha pişirin. "")"
2015,Lahana rulo tadı benzer,PT1H,character(0),Sebze,"C (""ve"", ""<60 Dakika"")","C (""sığır eti"", ""hindi"", ""soğan"", ""kereviz"", ""yeşil biber"", ""haddelenmiş yulaf"", ""maydanoz pulları"", ""tuz"", ""sarımsak tozu"", ""kahverengi şeker"", ""başı başılahana "","" domates sosu "","" elma şarabı sirkesi "","" biber "")",5,8,866.9,81,33.5,112.4,616.8,23,5.1,15.7,12.9,"C (""Sığır eti, soğan, kereviz ve yeşil biber bitene kadar pişirin.""Domates sosu, biber ve kahverengi şekeri birleştirin."""","" Not: Sonunda hazırlanan 1/2 su bardağı pirinç eklemeyi seviyorum. "")"
2019,Ayran sosu,PT5M,character(0),Düşük protein,"C (""<15 dakika"", ""kolay"")","C (""Sızma Zeytin Yağı"", ""Limon Suyu"", ""Ayran"", ""Maydanoz"")",5,1,531.2,55,8,4,112.2,8.9,0.5,5.9,3.8,"C (""Küçük bir kapta, zeytinyağı ve limon suyunu birlikte çırpın."", ""Ayran ve maydanozda çırpın."", ""Pansuman 3 gün boyunca buzdolabında tutulacak."")"
2020,Beyaz pansuman,PT1H1M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/20/picjNM9fd.jpg""",Çok düşük karbonhidrat,"C (""Yüksek ..."", ""<15 dakika"")","C (""Beyaz Peynir"", ""Kırmızı Şarap Sirkesi"", ""Taze Kekik"", ""Kosher Tuz"", ""Karabiber"", ""Sızma Zeytinyağı"")",4.5,2,827.5,79.8,25.5,107.2,1355.4,7.7,1.5,5.1,17.5,"C (""Bir blender veya mutfak robotunda pürüzsüz olana kadar bir karıştırıcı veya mutfak robotunda beyaz peygamber, sirke ve kekik işleyin."", ""Sonra makine çalışırken, yağı besleme tüpünden yavaşça dökün ve pürüzsüz olana kadar işleyin."", ""Baharayı tadın ve ayarlayınTuz ve karabiber. "","" Hemen kullanın veya örtün ve soğutun. "")"
2027,Dirk'ün Sıcak Sosu,PT1H47M,character(0),Düşük protein,"C (""düşük kolesterol"", ""sağlıklı"", ""<15 dakika"", ""kolay"")","C (""Roma Domates"", ""Habaneros"", ""Soğan"", ""Sarımsak"", ""Kişniş"", ""Yahudi Domates"")",3,15,294.4,1.9,0.3,0,993.7,68.6,12.3,39,11,"C (""Domates, biber, sarımsak, kişniş ve soğanın yarısını karıştırın."", ""Diğer yarısını daha tıknaz yapmak için elle kesmeyi seviyorum."", ""Tat için tuz ve şeker ekleyin."")"
2029,Balkabağı fudge,PT15M,character(0),Şeker,"C (""tatlı"", ""sebze"", ""düşük protein"", ""düşük kolesterol"", ""sağlıklı"", ""yok ..."", ""<15 dakika"", ""büyük gruplar için"")","C (""Granüle Şeker"", ""Mısır nişastası"", ""buharlaştırılmış süt"", ""Balkabağı"", ""Balkabağı Pasta Baharat"", ""Vanilya Ekstresi"")",4,4,86.5,0.5,0.3,1.8,6.9,20.7,0,20,0.4,"C (""2 litre bir tencerede, şeker, balkabağı, baharat, mısır nişastası ve sütü birlikte pişirerek, karışım bir şeker termometresinde 234 dereceye ulaşıncaya veya küçük bir miktarda biraz soğuk suda yumuşak bir top oluşturana kadar sık ​​sık karıştırın."", ""Ekleyin.Vanilya ve bir tavada buzlu suda 110 dereceye kadar soğutun. "","" Fudge parlaklığını kaybedene kadar çırpın. "","" Hafif tereyağlı 8 x 8 x 2 inç tavaya dökün ve serin.soğuk. "","" Bir balmumu kağıdı astarlı metal kutuda saklayın. "","" Birkaç hafta boyunca tutacaktır. "","" Somunlar istenirse, vanilya eklendiğinde 1 bardak kırık cevizle karıştırın. ""
)"
2032,Pişmiş barbekü sosu tavuğu,PT1H15M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/pic2LE4Om.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/2032/vblEOl1qTWDU0AisDrGK_0D08DEE7-67BA-4734-A76A-471B04A71EB0.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picHA2tyd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/pic3HCWgW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picrXssc9.jpg"",
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picwKdkvv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picIuOS5u.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picCBXNBw.jpg"")",Tavuk,"C (""Kümes hayvanları"", ""et"", ""fırın"", ""<4 saat"", ""kolay"")","C (""tavuk parçaları"", ""margarin"", ""kahverengi şeker"", ""limon suyu"", ""soğan"", ""sirke"", ""domates sosu"", ""ketçap"", ""worcestershire sosu"", ""hazırlanmış hardal"", ""su"")",5,23,317.8,19.3,5.4,86.2,279.2,13.3,0.7,11.2,21.9,"C (""Fırını 350 ° F'ye önceden ısıtın."", ""Eriyen margarini eritin, yumuşayana kadar (yaklaşık 5 dakika) soğanı kızartın, 3 dakika boyunca soğan ve kaynatın.""Güveç çanağı ve sosu dökün. "","" 1 saat boyunca pişirildi. "")"
2045,Kremsi hindi turtası,PT40M,character(0),Kümes hayvanları,"C (""et"", ""<60 dakika"", ""fırın"")","C (""Türkiye"", ""sosis"", ""soğan"", ""biber"", ""tuz"", ""krem peynir"", ""mantar"", ""yumurta"", ""süzme peynir"", ""un"", ""domates"")",4,9,349.6,15.8,5.9,123,458.7,25.1,2.1,4.5,25.8,"C (""Büyük bir tavada, et kızarana kadar öğütülmüş hindi veya hindi sosis, soğan, karabiber ve tuz pişirin, eti parçalamak için karıştırın."", ""Krem peyniri birleştirilene kadar karıştırın. Mantar ekleyin ve bir kenara koyun."","" Kabuk için: Pasta plakası açarak, plakanın altına ve yukarı doğru baskılaması ile 9 inç turta plakası.İstenirse 2 inç aralıklar. "","" Kaşık hindi karışımını kabuğa, eşit olarak yayılıyor. "",,
""Blender veya mutfak robotunda yumurta, süzme peynir ve unu birleştirin. Pürüzsüz olana kadar örtün ve karıştırın veya işleyin. Türkiye karışımı üzerinde kaşık."" Pişir, ortaya çıkar, 25-30 dakika boyunca 350 derece Fahrenheit'te veya kenarlar kızarıncaya kadarve doldurma ayarlanır. """
2047,Karayip Tavuğu,PT1H10M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/piclOYWWB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/pic2awMlD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/picRupyJy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/picJyStWF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/picU6lDEA.jpg""
)",Tavuk,"C (""Kümes hayvanları"", ""et"", ""Karayipler"", ""Çok Düşük Karbonhidratlar"", ""Yüksek Protein"", ""Sağlıklı"", ""Yüksek ..."", ""Fırın"", ""<4 saat"")","C (""taze limon suyu"", ""soya sosu"", ""taze zencefil"", ""sarımsak karanfilleri"", ""kurutulmuş kekik"", ""karabiber"", ""all -binek"", ""tuz"", ""tavuk filetoları"")",4,5,178,5,1,72.5,572.1,2.2,0.3,0.3,29.6,"C (""Blender limon suyu, soya sosu, yağ, acı biber sosu, zencefil, sarımsak, kekik, karabiber, yangını ve tuz.Buzdolabında Fırın Rafı Üst Pozisyonda. ""° F: Fırın göğüsler için 25 dakika, uyluk ve bagetler için 30 dakika veya anında okunan termometre 170 ° F: Kemik'e dokunmadan. ""
)"
2056,Baharatlı akçaağaç şurubu ile pişmiş meşe palamudu kabak,PT50M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/YC6ccuORQHSH4Gwjslqt_Acorn1%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/picJ36kVJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/7dyH1op3R6emEv7naMLU_Acorn3%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/nw8IlkYbQHOFhfTxqmTc_Acorn2%20(1%20of%201).jpg"",
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/IXHVmk6VThy39n8Rtbg2_P1010005.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/mE31q3U3SCGrU7wCBMz8_CAM00106.jpg"")",Sebze,"C (""düşük protein"", ""düşük kolesterol"", ""sağlıklı"", ""<60 dakika"", ""fırın"", ""kolay"")","C (""Acorn Squash"", ""tuzsuz tereyağı"", ""saf akçaağaç şurubu"", ""tarçın"", ""hindistan cevizi"")",5,38,143.6,4,2.5,10.2,7.2,28.4,2.2,12.1,1.2,"C (""Fırını 350 dereceye kadar ısıtın."", ""Kabakı üçte birine bölün ve tohumları çıkarın."", ""Her parçanın altından bir dilim, cilt tarafında 9 x 13'ü eşit olarak oturacak şekilde kesin.-inç cam pişirme kabı. "","" Her parçanın boşluğunda, 1 çay kaşığı akçaağaç şurubu, tarçın ve küçük hindistan cevizi, yaklaşık 45 dakika pişirin. """
2057,Tatlı patates turtası II,PT50M,character(0),Tatlı,"C (""patates"", ""sebze"", ""<60 dakika"", ""büyük gruplar için"", ""fırın"")","C (""şeker"", ""yumurtalar"", ""tatlı patates"", ""vanilya aroması"", ""tereyağı"", ""buharlaştırılmış süt"")",5,2,258,13.5,6.6,61.1,185.3,31.3,0.5,20,3.6,"C (""Krem yumurtaları ve şeker."", ""Tatlı patates, vanilya aroması ve eritilmiş tereyağı ekleyin, sonra sütü karıştırın. İyice karıştırın."","" Her pasta için 8 servis edilir. "")"
2066,Rol Fu Yung,PT15M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/66/pic3LPXEu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/66/picrwC5W0.jpg"")",<15 dakika,"C (""Yeni Başlayan Cook"", ""Kolay"")","C (""Yumurta"", ""Tereyağı"", ""Margarin"")",4.5,18,615.6,34.3,16.8,402.5,1975,54.7,2,1.7,21.6,"C (""Açık ramen paketini açın ve baharat paketini çıkarın, daha sonra tutulacak."", ""Yumuşağa kadar erişte kaynatın ve boşaltın."", ""Ayrı bir kızartma tavada orta-yüksek ateşte tereyağını veya margarini erittiğinde.Büro paketi ekleyin ve karıştırın.Hafifçe altın kahverengiye dönüyor olun. "","" Ayrı bir kasede, iki yumurtayı karıştırın. "",
""Erişte hafifçe kızardığında, yumurtaları ekleyin ve iyice karıştırın."", ""Hemen orta-düşük seviyeye indirin."", ""Çevir ve üstte pişirin."
2068,Kırmızı Capsicum tostları,PT41M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/68/picLBhaoX.jpg""",Düşük protein,"C (""düşük kolesterol"", ""<15 dakika"")","C (""Kırmızı Capsicums"", ""Zeytin Yağı"", ""Kahverengi Şeker"", ""Kuru Beyaz Şarap"", ""Fesleğen"", ""Kireç"")",5,1,436.6,14.6,2,0,35.1,59.4,7.9,47.9,3.9,"C (""Çeyreklerde Kesme, Membran ve Tohumları Kesi,"", ""Izgara Capsicum, Cilt tarafı yukarı, cilt siyahlaşıncaya ve kabarcıklar; onlardan derileri soyun."", ""Panda ince doğrayın."", ""Tavada ısı yağı karıştırın.Biber ve şekerde, düşük ateşte, kapalı, yaklaşık 45 dakika veya kapsicumlar yumuşak olana kadar pişirin.Isıdan çıkarın, sonra fesleğen karıştırın.Serin."",
""Kaşık Capsicum karışımı kızarmış kareler üzerine, kireç takozları ile üst."", ""Capsicum ve tostlar bir gün önceden yapılabilir."")"
2072,Ravent Crunch,PT1H20M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/72/picnGcKJ4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/72/pic7tKABF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/72/picpR56oK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/72/picbCkCCK.jpg"")",Tatlı,"C (""Meyve"", ""Düşük Protein"", ""Düşük Kolesterol"", ""Hafta Gecesi"", ""Fırın"", ""<4 saat"")","C (""un"", ""haddelenmiş yulaf"", ""kahverengi şeker"", ""margarin"", ""tarçın"", ""ravent"", ""şeker"", ""mısır nişastası"", ""su"", ""vanilya"")",5,78,322.4,10.8,2.2,0,129,54.7,2.2,35.6,3,"C (""Un, haddelenmiş yulaf, kahverengi şeker, margarin ve tarçın ufalanana kadar karıştırın: Bu karışımın yarısını 9 \"" yağlanmış bir tavaya ""bastırın."","" Küçük bir tencerede kalın ve temiz olana kadar pişirin. "","" Vanilya ekleyin. "","" Kalan kırıntılarla doldurun. "","" 1 saat boyunca 350 ° F'de pişirin. """
2075,Turuncu ekmek,PT1H10M,character(0),Hızlı ekmek,"C (""Ekmekler"", ""Narenciye"", ""Meyve"", ""Sağlıklı"", ""Fırın"", ""<4 saat"", ""Kolay"")","C (""portakal"", ""soğuk su"", ""şeker"", ""yumurta"", ""süt"", ""tuz"", ""kabartma tozu"", ""un"", ""şeker"")",3,2,379.9,8.7,1.8,30.7,491.7,70.2,2.8,41.3,7.5,"C (""Fırını 350F'ye önceden ısıtın ve bir somun tavasını hafifçe yağlayın."", ""İki portakal küçük parçalara, peelinglere ve hepsine kesin."", ""Soğuk suyla ört ve ihale olana kadar kaynatın, yaklaşık 10 dakika."", ""Bir yetersiz ekleyinBir fincan şeker, karıştırın ve soğumaya bırakın. "","" Kalan malzemeleri ekleyin. "","" Bir saat veya testler bitene kadar pişirin. "")"
2077,Turuncu Buttscotch Ceviz Kümeleri,PT15M,character(0),Şeker,"C (""tatlı"", ""kavunlar"", ""meyve"", ""fındık"", ""<15 dakika"")","C (""karamela puding"", ""şeker"", ""buharlaştırılmış süt"", ""tereyağı"", ""Ceviz Parçaları"")",5,6,2193.4,135.5,23.8,67.1,218.9,236.9,11.9,204.4,35.4,"C (""Şekeri pudingle karıştırın."", ""2 litre bir tencerede karıştırın; buharlaştırılmış süt ve turuncu kabukla karıştırın."", ""Tereyağı ekleyin."", ""Karışım kaynatıncaya kadar orta ateşte karıştırın ve karıştırın.""""Alt ısı ve 3 1/2 dakika boyunca hafifçe kaynatın, sürekli karıştırın."", ""Ateşten alın ve cevizle karıştırın."", ""Şeker kalınlaşana kadar çırpın."", ""Bir çay kaşığı folyoya veya kağıt şeker bardaklarına bırakın."","" Ayrılıncaya kadar soğuyun. "")"
2078,Kızarmış pirinç güveç,PT1H5M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/78/pic44r62j.jpg""",Pirinç,"C (""düşük protein"", ""düşük kolesterol"", ""sağlıklı"", ""fırın"", ""<4 saat"", ""kolay"")","C (""pirinç"", ""soya sosu"", ""su"")",5,8,338.8,9.5,1.3,0,1148.9,56.1,1.4,0.5,6,"C (""Fırını 350 ° F'ye önceden ısıtın."", ""Tüm malzemeleri bir güveçte karıştırın."", ""1 saat kaplayın ve pişirin."")"
2079,Hamuru köfte,PT10M,character(0),Rusça,"C (""Avrupa"", ""Sağlıklı"", ""<15 dakika"", ""Kolay"")","C (""çok amaçlı un"", ""yumurta"", ""tuz"", ""kabartma tozu"", ""su"")",2,5,2858.5,61.8,10.9,634.5,740.6,479.2,16.9,2.8,83.4,"C (""Ekmek hamuru gibi yeterli su ile karıştırın."", ""Plastik sargı veya kapakla örtün ve gece boyunca bekletin."", ""Orta bir kapta yumurtaları çırpın."", ""Tuz, su ve ekleyin ve ekleyin.Pürüzsüz olana kadar çırpın. "","" Yaklaşık 3 bardak unu ekleyin ve birleştirmek için ahşap bir kaşıkla karıştırın. "", ""Un inç çalışmadan önce tezgaha yapışacağından hamuru kaldırmak için plastik bir kazıyıcı kullanın"", ""1/2 su bardağı unun içinde çalışarak yaklaşık 8 ila 10 dakika yoğurmaya devam edin."",
""Hamur elastik olmalı ve artık yapışkan olmamalı."", ""Hamuru sertleştireceği için çok fazla un eklememeye dikkat edin."", ""Hamuru hafifçe unlanmış bir kaseye yerleştirin ve plastik sargıyla örtün;Seçtiğiniz doldurmayı hazırlayın. "","" Pierogies'inizi doldurmaya hazır olduğunuzda, tezgahınıza temiz bir keten havlu koyun ve yapışmayı önlemek için üzerine aynı şekilde mısır unu dağıtın. "","" Unlu bir yüzeyde hamur açınYaklaşık 1/8 inç kalınlığa.
""Hamur artıkları birlikte toplayın, tekrar açın ve kesmeye devam edin."", ""Her bir hamur çemberinin ortasına seçtiğiniz dolgunun bir çay kaşığı yerleştirin."", ""Elinizde bir daire tutun, hamuru doldurma üzerine katlayın ve hamuru sıkıştırınKenarlar, iyice kapalı bir hilal oluşturur.Pot, sonra zirveye çıkın.
""Bu arada, tabağı eritilmiş tereyağı ile çiseleyin."", ""Pierogi'yi tencereden çıkarın ve yapışmayı önlemek için tabağa aktarın."", ""Hemen servis yapın."")"
2080,Tereyağı tart dilimi,PT1H22M,character(0),Tatlı,"C (""<15 dakika"", ""fırın"", ""kolay"")","C (""un"", ""margarin"", ""kahverengi şeker"")",4,2,1702.5,92.6,19.1,0,1082.8,198.1,5.1,53.9,20.4,"C (""Karıştırın ve 8 \"" Pan'a "","" 350 derecede 15 dakika pişirin. "","" 1/3 su bardağı eritilmiş margarin 1 çay kaşığı.1 su bardağı kuru üzüm 1 yumurta, dövülmüş ve alt tabakanın üzerine dökün. "","" 350 derecede 20-30 dakika pişirin. "")"
2082,Tereyağı tartları,PT40M,character(0),Tatlı,"C (""çocuk dostu"", ""<60 dakika"", ""fırın"", ""kolay"")","C (""kahverengi şeker"", ""tereyağı"", ""mısır şurubu"", ""tuz"", ""sirke"", ""yumurta"", ""vanilya"")",4,2,88.1,3.5,2,34.1,39.4,13.9,0,10.6,0.8,"C (""Fırını 425 ° F'ye önceden ısıtın."", ""Pasta hamurunu yuvarlayarak ve 4 inç daireleri keserek çörek tavaları hazırlayın; hamur çemberlerini çörek bardaklara takın; doldurmaya hazır olana kadar buzdolabında bir kenara koyun."", ""Tahta bir kaşık kullanarak, yumuşak tereyağı, kahverengi şeker, tuz ve mısır şurubunu karıştırın ve tereyağı kremalı olun. "","" Sirke, yumurta ve vanilya ekleyin. ""Tüm tartlara karıştı, 2/3'ten fazla doldurulmuyor.
""Pişmiş tereyağı tartlarının fırından çıkarıldıktan sonra 10 dakika boyunca tavalarda soğumasına izin verin; sonra tamamen soğuyana kadar raflara çıkarın ve yerleştirin."")"
2085,Tereyağı Tarts II,PT40M,character(0),Tatlı,"C (""meyve"", ""çocuk dostu"", ""<15 dakika"", ""fırın"")","C (""Tarihler"", ""kuru üzüm"", ""kuş üzümü"", ""Cevizler"", ""kahverengi şeker"", ""beyaz şeker"", ""tarçın"", ""allmace"", ""vanilya"", ""tuzlu"", ""tuz"", ""tereyağı"","" Yumurtalar "")",4,14,583.7,28.4,15.6,149.1,304.8,83.4,2.9,76.8,4.8,"C (""Tereyağını eritin ve şekerin üzerine dökün."", ""İyi çırpın."", ""Yumurta sarısını çırpın ve tüm malzemelerle karıştırın.Zengin pasta kabuğu. ""Tuzlu Torsu 1 Çember 1 Çember Sirkesi.
""Yumurtayı bir ölçüm bardağında çırpın; 3/4 su bardağı sıvı yapmak için yeterli ılık su ekleyin."", ""Bu sıvıya vanilya ve sirke ekleyin, sonra Mi X'i un, kısaltın karışımı kısaltır. Turta kabuğu olarak tedavi edin. Çevrelere kesin veMuffin Tinlerine Yer Alın.Kahverengi şeker, sirke ve vanilya ekleyin.
""Yaklaşık 24 ila 30 tart yapar."")"
2086,Velveeta Peynir Fudge,PT25M,character(0),Şeker,"C (""tatlı"", ""peynir"", ""<30 dakika"", ""kolay"")","C (""Kötülük"", ""Marryne"", ""Pudra Şeker"", ""Vanilya"")",4.5,19,3007,117.5,35,89.6,2752,477.1,4,453.3,23.3,"C (""Peyniri ve tereyağını tencerede düşük ateşte eriterek eriterek, neredeyse sürekli karıştırın."", ""Şeker ve kakaoyu birlikte eleyin, peynir yağı karışımına karıştırın."", ""Vanilya ve fındık içinde karıştırın."", ""Tereyağlı tavalarda yay, serin, serin, kareler kesin ve sıkıca kaplı teneke veya kapta saklayın. "")"
2087,Wanfle Waffle Pizzelle,PT1H39M,character(0),Avrupa,"C (""Noel"", ""<15 dakika"")","C (""Yumurta"", ""Granüle Şeker"", ""Tereyağı"", ""Vanilya"", ""Un"", ""Kabartma Tozu"")",3,2,116,5.4,3.2,40.1,87.8,14.9,0.2,7.6,2,"C (""Yumurtaları çırpın ve karışım kremsi olana kadar şekere yavaş yavaş çırpın."", ""Eritilmiş tereyağı ve vanilyaya karıştırın."", ""Un ve kabartma tozunu birleştirin ve sonra karışıma ekleyin."","" Hamurun yaklaşık 4 çay kaşığı ısıtmalı bir pizelle demirine bırakın ve her iki tarafı da orta-yüksek ateşte her biri yaklaşık 1 dakika veya altın kahverengi olana kadar pişirin. "","" Waffle'ı pizelle demirinden çıkarın ve hemen çıkarınHala esnekken bir koni haline getirin. ""
)"
2088,Dot'un kremsi şekerleme,PT44M,character(0),Şeker,"C (""Tatlı"", ""<15 dakika"")","C (""Marryne"", ""Kötü"", ""Vanilya"", ""Pudra Şeker"")",1,11,2570.2,108.5,30,71.7,2390.2,388.5,5.7,363.8,23.4,"C (""Çift kazanda margarin, velveeta peyniri ve vanilyayı eritin."", ""Isıdan çıkarın. Pudra şekeri, kakao ve fındık ekleyin."", ""Birlikte karıştırın."","" Yaklaşık 5 kilo iyi bir fudge yapar. "")"
2092,Bayan Field'ın Limon Macadamia Çerezleri,PT40M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/92/ZJqp4pczR6mHHK8Efk8V_Lemon%20cream%20cheese%20cookies.jpg""",Çerezleri bırak,"C (""tatlı"", ""kurabiye ve kek"", ""<60 dakika"", ""fırın"")","C (""un"", ""kabartma tozu"", ""tuz"", ""açık kahverengi şeker"", ""şeker"", ""tereyağı"", ""krem peynir"", ""yumurta"")",5,2,135.1,8.1,3,16.1,65.9,14.9,0.7,8.9,1.6,"C (""Fırını 300* f.Tereyağı ve kremalı bir macun oluşturmak için karıştırın.""Birleştirilene kadar düşük hızda karıştırın."", ""Aşırı karışmayın."", ""Yuvarlak yemek kaşığı ile 2 inç arayla yağsız kurabiye tabakalarına bırakın. 23-25 ​​dakika pişirin."",
""Hemen serin bir düz yüzeye aktarın."")"
2100,Sus yavrular,PT30M,character(0),Sağlıklı,"C (""Yüksek ..."", ""<30 dakika"", ""kolay"")","C (""un"", ""mısır unu"", ""kabartma tozu"", ""tuz"", ""sarımsak tozu"", ""yumurta"", ""ayran"", ""soğan"")",2,1,44.2,0.5,0.1,9.1,169.4,8.6,0.5,0.5,1.4,"C (""Un, mısır unu, kabartma tozu, tuz ve sarımsak tozunu iyice karıştırmak için karıştırın."", ""Yumurta, ayran ve soğanı ekleyin; iyice karıştırın."","" Cook, sık sık dönüyor, altın kahverengi olana kadar yaklaşık 3 - 5 dakika. "")"
2101,Güney Kaşık Ekmeği,PT1H11M,character(0),Ekmek,"C (""Yüksek ..."", ""<15 dakika"", ""Fırın"")","C (""sarı mısır unu"", ""beyaz mısır unu"", ""şeker"", ""kabartma tozu"", ""tuz"", ""süt"", ""tereyağı"", ""margarin"", ""yumurta"")",3,9,212.5,12.3,6.7,119,699.2,20.4,1.5,2.3,6.2,"C (""Fırını 350 F'ye ısıtın ve yağ veya yağlı bir 2 litre tava (\"" küçük \ ""pyrex lazanya tavamı kullanıyorum).Süt ve süt emilene kadar orta ateşte pişirin, bu sadece birkaç dakika sürer. ""Tereyağı ve hafifçe dövülmüş yumurta sarısı. "","" Sert tepeler oluşana kadar yumurta aklarını çırpın. "","" Mısır unu karışımına katlayın ve hepsini hazırlanan 2 litre tavaya çevirin. "",
""35 dakika ya da şişirilene kadar pişirin."", ""Umarım aradığınız şey budur! Saygılarımızla, ürkütücü"")"
